osm_id,name,amenity_type,amenity,wheelchair,toilets:wheelchair,opening_hours,operator,description,is_accessible,latitude,longitude
node/257871047,Bench,bench,bench,,,,,,False,-37.8938618,145.0770964
node/455757336,Bench,bench,bench,,,,,,False,-37.8439243,145.2380766
node/455757389,Bench,bench,bench,,,,,,False,-37.8439497,145.2380793
node/480641702,Bench,bench,bench,,,,,,False,-38.003749,145.125335
node/481586238,Bench,bench,bench,,,,,,False,-37.7396241,145.2144026
node/481586241,Bench,bench,bench,,,,,,False,-37.739325,145.2158789
node/498652056,Bench,bench,bench,,,,,,False,-37.7368062,145.2196035
node/498652079,Bench,bench,bench,,,,,,False,-37.7368374,145.2264198
node/498652080,Bench,bench,bench,,,,,,False,-37.7372544,145.2269182
node/498652081,Bench,bench,bench,,,,,,False,-37.7383993,145.2289119
node/498652082,Bench,bench,bench,,,,,,False,-37.7388763,145.2293232
node/498652085,Bench,bench,bench,,,,,,False,-37.7364662,145.2259348
node/498652086,Bench,bench,bench,,,,,,False,-37.7365297,145.2254508
node/498652113,Bench,bench,bench,,,,,,False,-37.7364792,145.2198287
node/498652114,Bench,bench,bench,,,,,,False,-37.7363707,145.2207592
node/513460491,Bench,bench,bench,,,,,,False,-37.839439,145.0502721
node/513460544,Bench,bench,bench,,,,,,False,-37.8400314,145.049744
node/513460609,Bench,bench,bench,,,,,,False,-37.8393497,145.0494828
node/513460629,Bench,bench,bench,,,,,,False,-37.839265,145.0494338
node/513460713,Bench,bench,bench,,,,,,False,-37.839003,145.0477066
node/513461108,Bench,bench,bench,,,,,,False,-37.8393708,145.0474475
node/513461132,Bench,bench,bench,,,,,,False,-37.8400393,145.0473346
node/541344817,Bench,bench,bench,,,,,,False,-37.74991,145.2167401
node/567246116,Bench,bench,bench,,,,,,False,-38.0616385,145.1449841
node/580429910,Bench,bench,bench,,,,,,False,-37.8523478,145.2135275
node/595484362,Bench,bench,bench,,,,Benc,,False,-37.8134897,144.966034
node/603104084,Bench,bench,bench,,,,,,False,-37.7254688,145.1400749
node/603104085,Bench,bench,bench,,,,,,False,-37.7255525,145.1400839
node/603104086,Bench,bench,bench,,,,,,False,-37.7255512,145.1400586
node/603104087,Bench,bench,bench,,,,,,False,-37.7255792,145.1400541
node/603104088,Bench,bench,bench,,,,,,False,-37.725581,145.14008
node/603104094,Bench,bench,bench,,,,,,False,-37.7247213,145.1403419
node/603104095,Bench,bench,bench,,,,,,False,-37.7247244,145.1403711
node/603104116,Bench,bench,bench,,,,,,False,-37.7258983,145.1410185
node/603104127,Bench,bench,bench,,,,,,False,-37.7258287,145.1410363
node/603104128,Bench,bench,bench,,,,,,False,-37.7257585,145.1410038
node/603104151,Bench,bench,bench,,,,,,False,-37.7257796,145.1410682
node/603104152,Bench,bench,bench,,,,,,False,-37.7257247,145.1410822
node/603104187,Bench,bench,bench,,,,,,False,-37.7258354,145.1420835
node/603104188,Bench,bench,bench,,,,,,False,-37.7259721,145.1419991
node/603104189,Bench,bench,bench,,,,,,False,-37.7259623,145.1419811
node/603104190,Bench,bench,bench,,,,,,False,-37.7259823,145.1419603
node/603104191,Bench,bench,bench,,,,,,False,-37.7259614,145.1419552
node/603104192,Bench,bench,bench,,,,,,False,-37.7259801,145.1419333
node/603104197,Bench,bench,bench,,,,,,False,-37.7263028,145.1429133
node/603104198,Bench,bench,bench,,,,,,False,-37.7263102,145.1429822
node/603104245,Bench,bench,bench,,,,,,False,-37.7250879,145.1410527
node/603104362,Bench,bench,bench,,,,,,False,-37.7252627,145.1413962
node/603104424,Bench,bench,bench,,,,,,False,-37.7250897,145.1414966
node/603104433,Bench,bench,bench,,,,,,False,-37.7247351,145.1404426
node/603104434,Bench,bench,bench,,,,,,False,-37.7247391,145.1404735
node/603104435,Bench,bench,bench,,,,,,False,-37.7247475,145.1405439
node/603104436,Bench,bench,bench,,,,,,False,-37.7247533,145.1405737
node/603104437,Bench,bench,bench,,,,,,False,-37.7247604,145.1406435
node/603104438,Bench,bench,bench,,,,,,False,-37.7247662,145.1406773
node/603104474,Bench,bench,bench,,,,,,False,-37.7249006,145.1414583
node/603104516,Bench,bench,bench,,,,,,False,-37.7255356,145.1421532
node/603104537,Bench,bench,bench,,,,,,False,-37.725167,145.1421858
node/603104538,Bench,bench,bench,,,,,,False,-37.7252026,145.1421788
node/603104540,Bench,bench,bench,,,,,,False,-37.725236,145.1421752
node/603104542,Bench,bench,bench,,,,,,False,-37.7252711,145.1421738
node/603104544,Bench,bench,bench,,,,,,False,-37.72529,145.1421879
node/603104546,Bench,bench,bench,,,,,,False,-37.7253039,145.1421668
node/603104565,Bench,bench,bench,,,,,,False,-37.7249894,145.1423154
node/603104569,Bench,bench,bench,,,,,,False,-37.7248162,145.1423588
node/603104601,Bench,bench,bench,,,,,,False,-37.7259125,145.1431654
node/603104602,Bench,bench,bench,,,,,,False,-37.7259147,145.1431816
node/603104603,Bench,bench,bench,,,,,,False,-37.7257206,145.1431998
node/603104604,Bench,bench,bench,,,,,,False,-37.7255813,145.1432492
node/603104605,Bench,bench,bench,,,,,,False,-37.7255582,145.143252
node/603104606,Bench,bench,bench,,,,,,False,-37.7255562,145.1432358
node/603104607,Bench,bench,bench,,,,,,False,-37.7255796,145.1432304
node/603104608,Bench,bench,bench,,,,,,False,-37.7253319,145.1432722
node/603104609,Bench,bench,bench,,,,,,False,-37.7251356,145.1433302
node/603104610,Bench,bench,bench,,,,,,False,-37.7251365,145.1433139
node/603104611,Bench,bench,bench,,,,,,False,-37.7250946,145.1433398
node/603104612,Bench,bench,bench,,,,,,False,-37.7250928,145.1433251
node/603104613,Bench,bench,bench,,,,,,False,-37.7250381,145.143351
node/603104614,Bench,bench,bench,,,,,,False,-37.7250332,145.1433364
node/603104615,Bench,bench,bench,,,,,,False,-37.7250154,145.1433471
node/603104619,Bench,bench,bench,,,,,,False,-37.7247736,145.1433278
node/606412964,Bench,bench,bench,,,,,,False,-37.8400956,145.2477312
node/607768063,Bench,bench,bench,,,,,,False,-37.833921,145.2169802
node/607812680,Bench,bench,bench,,,,,,False,-37.8682524,145.2107207
node/610245349,Bench,bench,bench,,,,,,False,-37.8728339,145.2377806
node/610245354,Bench,bench,bench,,,,,,False,-37.8728096,145.2377913
node/610682299,Bench,bench,bench,,,,,,False,-37.8690607,145.2624886
node/610682362,Bench,bench,bench,,,,,,False,-37.8690681,145.2625127
node/610682395,Bench,bench,bench,,,,,,False,-37.8691903,145.2626267
node/610684671,Bench,bench,bench,,,,,,False,-37.8678925,145.2675017
node/617905368,Bench,bench,bench,,,,,,False,-37.8318731,144.9075984
node/617905455,Bench,bench,bench,,,,,,False,-37.8295821,144.9071743
node/620437550,Bench,bench,bench,,,,,In memory of Ranger Matt LeDuc (1952-2003) who dedicated 25 years to Australia's National Parks,False,-37.7195572,145.2431966
node/622249560,Bench,bench,bench,,,,,,False,-38.3769056,144.7687399
node/622297704,Bench,bench,bench,,,,,,False,-38.3299154,144.6999733
node/622824281,Bench,bench,bench,,,,,,False,-37.7486501,145.2087341
node/622824291,Bench,bench,bench,,,,,,False,-37.7479249,145.2079997
node/622824292,Bench,bench,bench,,,,,,False,-37.7479183,145.2080394
node/622824294,Bench,bench,bench,,,,,,False,-37.7478928,145.2080403
node/622824296,Bench,bench,bench,,,,,,False,-37.7479003,145.2079856
node/631441795,Bench,bench,bench,,,,,,False,-37.7274578,145.2396079
node/631441796,Bench,bench,bench,,,,,,False,-37.7275202,145.2392832
node/666603083,Bench,bench,bench,,,,,,False,-37.7977606,144.7716699
node/679611713,Bench,bench,bench,,,,,,False,-37.8311073,145.0126333
node/685071701,Bench,bench,bench,,,,,,False,-37.7382764,145.1621606
node/697192237,Bench,bench,bench,,,,,,False,-37.8580778,144.8707591
node/703576058,Bench,bench,bench,,,,,,False,-37.7026928,145.291775
node/703576085,Bench,bench,bench,,,,,,False,-37.7045978,145.2856371
node/703576167,Bench,bench,bench,,,,,,False,-37.7143439,145.2863999
node/703576219,Bench,bench,bench,,,,,,False,-37.7142282,145.2856003
node/703576323,Bench,bench,bench,,,,,,False,-37.703138,145.2881937
node/703576356,Bench,bench,bench,,,,,,False,-37.7062891,145.2852503
node/703576366,Bench,bench,bench,,,,,,False,-37.7113559,145.290329
node/716430028,Bench,bench,bench,,,,,,False,-38.2066955,145.0531798
node/716430032,Bench,bench,bench,,,,,,False,-38.2082256,145.0518119
node/716430035,Bench,bench,bench,,,,,,False,-38.2100339,145.0498592
node/767585574,Bench,bench,bench,,,,,,False,-37.8063042,144.9729618
node/778909432,Bench,bench,bench,,,,,,False,-38.0450639,145.3652885
node/790633695,Bench,bench,bench,,,,,,False,-37.8820248,145.1174381
node/790633699,Bench,bench,bench,,,,,,False,-37.880888,145.1173737
node/790633702,Bench,bench,bench,,,,,,False,-37.8799501,145.1174327
node/820229156,Bench,bench,bench,,,,,,False,-37.6430584,145.0646034
node/852952049,Bench,bench,bench,,,,,,False,-37.710871,145.1509714
node/852952145,Bench,bench,bench,,,,,,False,-37.7109566,145.1514847
node/852952183,Bench,bench,bench,,,,,,False,-37.7108133,145.1500127
node/852952329,Bench,bench,bench,,,,,,False,-37.7109044,145.1506893
node/926612697,Bench,bench,bench,,,,,,False,-37.8219761,145.4072392
way/975576124,Bench,bench,bench,,,,,,False,-37.9030704,144.6574212
way/991043356,Bench,bench,bench,,,,,,False,-37.8232074,144.957096
way/991043357,Bench,bench,bench,,,,,,False,-37.8231711,144.9571706
way/991043358,Bench,bench,bench,,,,,,False,-37.8231138,144.9572177
way/992984850,Bench,bench,bench,,,,,,False,-37.9182196,145.2519901
way/998344429,Bench,bench,bench,,,,,,False,-38.1155667,145.2403071
way/998344430,Bench,bench,bench,,,,,,False,-38.1158188,145.2403119
way/998381478,Bench,bench,bench,,,,,,False,-38.1157731,145.2408974
way/998381491,Bench,bench,bench,,,,,,False,-38.1144879,145.240702
way/998381492,Bench,bench,bench,,,,,,False,-38.1145743,145.2408803
way/998381493,Bench,bench,bench,,,,,,False,-38.1143961,145.2405912
way/998381494,Bench,bench,bench,,,,,,False,-38.1144173,145.240632
way/998381501,Bench,bench,bench,,,,,,False,-38.1144788,145.2401003
way/998381502,Bench,bench,bench,,,,,,False,-38.1145126,145.2402664
way/998381503,Bench,bench,bench,,,,,,False,-38.1145797,145.2403489
way/998381504,Bench,bench,bench,,,,,,False,-38.1146174,145.2403986
way/998381505,Bench,bench,bench,,,,,,False,-38.1145056,145.2402217
way/998381506,Bench,bench,bench,,,,,,False,-38.114637,145.2404407
way/998381507,Bench,bench,bench,,,,,,False,-38.1147237,145.2406024
way/998381508,Bench,bench,bench,,,,,,False,-38.114748,145.2404533
way/998381509,Bench,bench,bench,,,,,,False,-38.114763,145.2405017
way/998381510,Bench,bench,bench,,,,,,False,-38.1147912,145.240559
way/998381511,Bench,bench,bench,,,,,,False,-38.1148303,145.2406712
way/998381512,Bench,bench,bench,,,,,,False,-38.114841,145.2407096
way/1000736057,Bench,bench,bench,,,,,,False,-38.086368,145.2915433
way/1000736058,Bench,bench,bench,,,,,,False,-38.0864882,145.2915362
way/1000736059,Bench,bench,bench,,,,,,False,-38.0864321,145.2915165
way/1002251453,Bench,bench,bench,,,,,,False,-38.1041685,145.3051451
way/1002251457,Bench,bench,bench,,,,,,False,-38.1043393,145.3052678
way/1002251458,Bench,bench,bench,,,,,,False,-38.1043318,145.3053382
way/1018986637,Bench,bench,bench,,,,,,False,-37.9111982,145.1337332
way/1043419176,Bench,bench,bench,,,,,,False,-37.6893843,145.1403614
way/1043419177,Bench,bench,bench,,,,,,False,-37.6894157,145.140366
way/1054110348,Bench,bench,bench,,,,,,False,-37.8846052,144.6900752
node/1074601911,Bench,bench,bench,,,,,,False,-38.3507819,144.7327912
node/1074602135,Bench,bench,bench,,,,,,False,-38.3497284,144.7319699
node/1074602189,Bench,bench,bench,,,,,,False,-38.345704,144.7287882
node/1074602202,Bench,bench,bench,,,,,"Alan & Dorothy: Remembered forever by their Children, Grandchildren, Greatgrandchildren & their Partners",False,-38.3802252,144.7743937
node/1074602299,Bench,bench,bench,,,,,,False,-38.3521397,144.7363804
node/1074602521,Bench,bench,bench,,,,,,False,-38.3803972,144.7747177
node/1076306974,Bench,bench,bench,,,,,,False,-37.794117,144.9302135
node/1076306977,Bench,bench,bench,,,,,,False,-37.7949029,144.9307277
way/1107624053,Bench,bench,bench,,,,,,False,-37.8654821,145.1750742
node/1132074757,Bench,bench,bench,,,,,,False,-37.8964911,145.1528121
node/1132074758,Bench,bench,bench,,,,,,False,-37.8985568,145.1528281
node/1132074759,Bench,bench,bench,,,,,,False,-37.8989801,145.1527638
node/1132074760,Bench,bench,bench,,,,,,False,-37.8993103,145.1529086
node/1132074761,Bench,bench,bench,,,,,,False,-37.8981801,145.1523641
node/1132074762,Bench,bench,bench,,,,,,False,-37.8953947,145.1534075
node/1132074763,Bench,bench,bench,,,,,,False,-37.8957926,145.1528711
way/1136945907,Bench,bench,bench,,,,,,False,-37.9061758,145.063666
way/1136945908,Bench,bench,bench,,,,,,False,-37.9061473,145.0635014
way/1136961552,Bench,bench,bench,,,,,,False,-37.9062212,145.0636306
node/1185811567,Bench,bench,bench,,,,,,False,-37.9070189,145.3573271
way/1200032337,Bench,bench,bench,,,,,,False,-37.7988818,144.963619
way/1250682327,Bench,bench,bench,,,,,,False,-37.848353,144.9925038
way/1250682328,Bench,bench,bench,,,,,,False,-37.8483057,144.9925883
way/1258456945,Bench,bench,bench,,,,,,False,-37.8890829,145.0650384
way/1258907307,Bench,bench,bench,,,,,,False,-37.8811885,145.0480255
way/1258907729,Bench,bench,bench,,,,,,False,-37.8402681,144.9929636
way/1265928575,Bench,bench,bench,,,,,,False,-37.8860142,145.0587361
way/1278434082,Bench,bench,bench,,,,,,False,-37.851377,145.3714653
node/1287453552,Bench,bench,bench,,,,,,False,-37.7693684,144.9649455
node/1287457165,Bench,bench,bench,,,,,,False,-37.7669141,144.9722635
node/1287457166,Bench,bench,bench,,,,,,False,-37.7667277,144.9722135
node/1287457167,Bench,bench,bench,,,,,,False,-37.7668491,144.9719968
node/1288593546,Bench,bench,bench,,,,,,False,-37.7627989,144.9622791
node/1288593606,Bench,bench,bench,,,,,,False,-37.7627837,144.962155
node/1288593623,Bench,bench,bench,,,,,,False,-37.7627897,144.9622152
node/1293254865,Bench,bench,bench,,,,,,False,-37.6502126,145.3746369
node/1293254926,Bench,bench,bench,,,,,,False,-37.6502412,145.3748032
node/1299188305,Bench,bench,bench,,,,,,False,-37.7712306,144.9700375
node/1299188320,Bench,bench,bench,,,,,,False,-37.7714364,144.9730723
node/1299188345,Bench,bench,bench,,,,,,False,-37.7714072,144.9732712
node/1299188365,Bench,bench,bench,,,,,,False,-37.7713286,144.9735163
node/1299188387,Bench,bench,bench,,,,,,False,-37.7713529,144.973707
node/1299188427,Bench,bench,bench,,,,,,False,-37.7711736,144.9700496
way/1301657398,Bench,bench,bench,,,,,,False,-37.9002009,145.0884501
node/1306530070,Bench,bench,bench,,,,,,False,-37.7525922,144.990196
node/1306530082,Bench,bench,bench,,,,,,False,-37.7546069,144.9888877
node/1306530195,Bench,bench,bench,,,,,,False,-37.7556711,144.9884926
node/1306530240,Bench,bench,bench,,,,,,False,-37.7560111,144.9883197
node/1306530293,Bench,bench,bench,,,,,,False,-37.7598065,144.9873776
node/1306530339,Bench,bench,bench,,,,,,False,-37.7598238,144.9875085
node/1306530370,Bench,bench,bench,,,,,,False,-37.7559101,144.988384
node/1306530390,Bench,bench,bench,,,,,,False,-37.7554075,144.9885523
node/1307492134,Bench,bench,bench,,,,,,False,-37.7743266,144.9767217
node/1307606575,Bench,bench,bench,,,,,,False,-37.9126025,145.1336697
node/1307606576,Bench,bench,bench,,,,,,False,-37.9126822,145.13364
node/1307606577,Bench,bench,bench,,,,,,False,-37.9126342,145.133798
way/1308765889,Bench,bench,bench,,,,,,False,-37.8165168,145.1189209
way/1308765890,Bench,bench,bench,,,,,,False,-37.8164287,145.1189702
node/1311397355,Bench,bench,bench,,,,,,False,-37.883601,145.1487705
node/1312683755,Bench,bench,bench,,,,,,False,-37.7744771,144.9772969
node/1313816343,Bench,bench,bench,,,,,,False,-37.7731569,144.9806814
node/1313816357,Bench,bench,bench,,,,,,False,-37.7732274,144.9806709
node/1313816402,Bench,bench,bench,,,,,,False,-37.7735996,144.9810299
node/1317171007,Bench,bench,bench,,,,,,False,-38.1600444,145.1321116
way/1318025350,Bench,bench,bench,,,,,,False,-37.9854605,145.0336964
node/1321208912,Bench,bench,bench,,,,,,False,-38.1148619,145.1900285
node/1321298118,Bench,bench,bench,,,,,,False,-37.7142767,145.2864484
node/1321298141,Bench,bench,bench,,,,,,False,-37.7187257,145.2857113
node/1321298209,Bench,bench,bench,,,,,,False,-37.7132617,145.28577
node/1350265526,Bench,bench,bench,,,,,,False,-37.8300197,144.9650973
node/1350265527,Bench,bench,bench,,,,,,False,-37.8298464,144.9650847
node/1350265528,Bench,bench,bench,,,,,,False,-37.8296591,144.9652011
node/1350265529,Bench,bench,bench,,,,,,False,-37.8296268,144.9650397
node/1350265530,Bench,bench,bench,,,,,,False,-37.8295961,144.9648911
node/1350265531,Bench,bench,bench,,,,,,False,-37.8296905,144.9645761
node/1350265532,Bench,bench,bench,,,,,,False,-37.8300595,144.9652276
node/1381313844,Bench,bench,bench,,,,,,False,-37.7065773,144.9160701
node/1381313854,Bench,bench,bench,,,,,,False,-37.7066494,144.9160849
node/1397866072,Bench,bench,bench,,,,,,False,-37.9642557,144.4990442
way/1448604119,Bench,bench,bench,,,,,,False,-37.8135919,144.9651122
way/1448604121,Bench,bench,bench,,,,,,False,-37.8136007,144.9651639
node/1462208375,Bench,bench,bench,,,,,,False,-37.7382616,145.1478951
node/1462208399,Bench,bench,bench,,,,,,False,-37.7401093,145.137282
node/1462208403,Bench,bench,bench,,,,,,False,-37.7405303,145.1410482
node/1462208412,Bench,bench,bench,,,,,,False,-37.7409312,145.137113
node/1462208416,Bench,bench,bench,,,,,,False,-37.7419988,145.1399926
way/1463489493,Bench,bench,bench,,,,,,False,28.1667495,-80.6607069
way/1463489494,Bench,bench,bench,,,,,,False,28.1667563,-80.660722
way/1463489495,Bench,bench,bench,,,,,,False,28.1667643,-80.6607349
way/1463489496,Bench,bench,bench,,,,,,False,28.1667034,-80.6607011
way/1463489497,Bench,bench,bench,,,,,,False,28.166695,-80.6607157
way/1463489498,Bench,bench,bench,,,,,,False,28.1666882,-80.6607301
way/1463489499,Bench,bench,bench,,,,,,False,28.1666842,-80.6606563
way/1463489500,Bench,bench,bench,,,,,,False,28.1666692,-80.6606558
way/1463489501,Bench,bench,bench,,,,,,False,28.1666532,-80.6606563
way/1463489502,Bench,bench,bench,,,,,,False,28.166774,-80.6606625
way/1463489503,Bench,bench,bench,,,,,,False,28.1667888,-80.660663
way/1463489504,Bench,bench,bench,,,,,,False,28.1668049,-80.660663
way/1463489505,Bench,bench,bench,,,,,,False,28.1667086,-80.6606156
way/1463489506,Bench,bench,bench,,,,,,False,28.1667015,-80.6605987
way/1463489507,Bench,bench,bench,,,,,,False,28.166694,-80.6605847
node/1474866135,Bench,bench,bench,,,,,,False,-37.7500081,145.09853
node/1474866140,Bench,bench,bench,,,,,,False,-37.7510888,145.0962616
node/1474866176,Bench,bench,bench,,,,,,False,-37.7528323,145.0956643
node/1474866220,Bench,bench,bench,,,,,,False,-37.7539314,145.0943634
node/1474866264,Bench,bench,bench,,,,,,False,-37.7543316,145.0966785
node/1474866265,Bench,bench,bench,,,,,,False,-37.7543372,145.0969824
node/1497158572,Bench,bench,bench,,,,,,False,-37.7051111,145.1062004
node/1497158573,Bench,bench,bench,,,,,,False,-37.7051536,145.10659
node/1497158590,Bench,bench,bench,,,,,,False,-37.7066239,145.1099219
node/1502373802,Bench,bench,bench,,,,,,False,-37.7071703,145.1110297
node/1502373842,Bench,bench,bench,,,,,,False,-37.7102419,145.1158351
node/1502373849,Bench,bench,bench,,,,,,False,-37.7103826,145.1157636
node/1502373857,Bench,bench,bench,,,,,,False,-37.7104466,145.1157894
node/1502373922,Bench,bench,bench,,,,,,False,-37.7175599,145.1206404
node/1579219601,Bench,bench,bench,,,,,,False,-37.7271704,145.113046
node/1579219702,Bench,bench,bench,,,,,,False,-37.7305356,145.1438703
node/1618509698,Bench,bench,bench,,,,,,False,-37.8838128,144.6187944
node/1618545124,Bench,bench,bench,,,,,,False,-37.8845279,144.6155603
node/1618953706,Bench,bench,bench,,,,,,False,-37.7093932,145.1196299
node/1618953727,Bench,bench,bench,,,,,,False,-37.7100145,145.1185028
node/1638663081,Bench,bench,bench,,,,,,False,-37.838955,144.94503
node/1638664507,Bench,bench,bench,,,,,,False,-37.839073,144.944932
node/1638665971,Bench,bench,bench,,,,,,False,-37.839214,144.944565
node/1638673523,Bench,bench,bench,,,,,,False,-37.839233,144.944613
node/1638674368,Bench,bench,bench,,,,,,False,-37.839505,144.944768
node/1638674556,Bench,bench,bench,,,,,,False,-37.839469,144.944572
node/1641558806,Bench,bench,bench,,,,,,False,-37.844455,144.940169
node/1641559115,Bench,bench,bench,,,,,,False,-37.8444954,144.9400815
node/1646788124,Bench,bench,bench,,,,,,False,-37.6425787,145.5495978
node/1668416912,Bench,bench,bench,,,,,,False,-37.8530144,144.9779595
node/1668427582,Bench,bench,bench,,,,,,False,-37.8531408,144.9776691
node/1668427604,Bench,bench,bench,,,,,,False,-37.8532102,144.9775552
node/1684399969,Bench,bench,bench,,,,,,False,-37.8456403,144.9436486
node/1685298893,Bench,bench,bench,,,,,,False,-37.6276601,145.0607088
node/1685298966,Bench,bench,bench,,,,,,False,-37.6210192,145.0616825
node/1708039452,Bench,bench,bench,,,,,,False,-37.7422085,145.0440349
node/1708039454,Bench,bench,bench,,,,,,False,-37.7427451,145.0440404
node/1708039472,Bench,bench,bench,,,,,,False,-37.7427642,145.0439358
node/1708039502,Bench,bench,bench,,,,,,False,-37.7427176,145.0441503
node/1709527379,Bench,bench,bench,,,,,,False,-37.8505594,145.0548947
node/1709527893,Bench,bench,bench,,,,,,False,-37.8514468,145.0551254
node/1709528290,Bench,bench,bench,,,,,,False,-37.8517729,145.054428
node/1709528361,Bench,bench,bench,,,,,,False,-37.8506039,145.0538996
node/1715967017,Bench,bench,bench,,,,,,False,-37.8761421,145.3203759
node/1715967020,Bench,bench,bench,,,,,,False,-37.8770161,145.3197883
node/1715967023,Bench,bench,bench,,,,,,False,-37.8772661,145.3195585
node/1725143595,Bench,bench,bench,,,,,,False,-37.9229613,145.3281443
node/1725143636,Bench,bench,bench,,,,,,False,-37.9234394,145.3270973
node/1725143654,Bench,bench,bench,,,,,,False,-37.9236382,145.326051
node/1725143702,Bench,bench,bench,,,,,,False,-37.9252688,145.3251815
node/1734621367,Bench,bench,bench,,,,,,False,-37.9246318,145.327076
node/1735976092,Bench,bench,bench,,,,,,False,-37.7886563,144.993746
node/1736065957,Bench,bench,bench,,,,,,False,-37.9134584,145.3547562
node/1742833182,Bench,bench,bench,,,,,,False,-37.9229849,145.336683
node/1750621189,Bench,bench,bench,,,,,,False,-37.9203562,145.3400132
node/1750621200,Bench,bench,bench,,,,,,False,-37.9211371,145.3387486
node/1750621208,Bench,bench,bench,,,,,,False,-37.9216118,145.337523
node/1758057126,Bench,bench,bench,,,,,,False,-37.7429306,145.2211153
node/1759653788,Bench,bench,bench,,,,,,False,-37.7812252,145.0128689
node/1759653796,Bench,bench,bench,,,,,,False,-37.7812896,145.012835
node/1759653826,Bench,bench,bench,,,,,,False,-37.7816043,145.0124063
node/1759653829,Bench,bench,bench,,,,,,False,-37.7816048,145.0127848
node/1759653850,Bench,bench,bench,,,,,,False,-37.7816545,145.0126884
node/1759653852,Bench,bench,bench,,,,,,False,-37.7816649,145.0127029
node/1793975107,Bench,bench,bench,,,,,,False,-37.7225119,145.1014025
node/1793975111,Bench,bench,bench,,,,,,False,-37.7225416,145.1015616
node/1793975126,Bench,bench,bench,,,,,,False,-37.7261457,145.1043177
node/1793975131,Bench,bench,bench,,,,,,False,-37.7261828,145.104583
node/1812540097,Bench,bench,bench,,,,,,False,-37.6507912,145.2940021
node/1812540100,Bench,bench,bench,,,,,,False,-37.631122,145.3034607
node/1814837079,Bench,bench,bench,,,,,,False,-37.6415887,145.2976655
node/1818323308,Bench,bench,bench,,,,,,False,-37.6194335,145.1025734
node/1818323635,Bench,bench,bench,,,,,,False,-37.6191657,145.1024258
node/1833965011,Bench,bench,bench,,,,,,False,-37.8456286,145.2110616
node/1845026163,Bench,bench,bench,,,,,,False,-37.8569851,144.7339075
node/1845026172,Bench,bench,bench,,,,,,False,-37.85707,144.7347753
node/1845026183,Bench,bench,bench,,,,,,False,-37.8571408,144.7357398
node/1845026185,Bench,bench,bench,,,,,,False,-37.8571608,144.7327821
