stop_id,stop_name,lat,lon,stop_url,location_type,parent_station,wheelchair_boarding,level_id,platform_code,mode,stop_code,is_wheelchair_accessible,is_wheelchair_inaccessible,suburb_id,suburb_name,routes_served,route_count
15412,Mowbray Dr/High Street Rd,-37.87699969,145.22553886,https://transport.vic.gov.au/stop/16158/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click,,,0,Level 0,,bus,15412,False,False,211011260,Wantirna South,737,1
15413,Fonteyn Dr/High Street Rd,-37.87695638,145.22207219,https://transport.vic.gov.au/stop/15561/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click,,,0,Level 0,,bus,15413,False,False,211011260,Wantirna South,"737,757",2
15414,Carramar Ave/Coleman Pde,-37.87890944,145.15918442,https://transport.vic.gov.au/stop/16160/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click,,,0,Level 0,,bus,15414,False,False,212051322,Glen Waverley - West,737,1
15415,Kinnoull Gr/Coleman Pde,-37.87807304,145.15583984,https://transport.vic.gov.au/stop/16161/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click,,,0,Level 0,,bus,15415,False,False,212051322,Glen Waverley - West,737,1
15416,Avendon Bvd/Coleman Pde,-37.8774432,145.15360438,https://transport.vic.gov.au/stop/16162/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click,,,0,Level 0,,bus,15416,False,False,212051322,Glen Waverley - West,737,1
15418,Blackburn Rd/Normanby Rd,-37.90657492,145.14077451,https://transport.vic.gov.au/stop/16163/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click,,,0,Level 0,,bus,15418,False,False,212051567,Clayton (North) - Notting Hill,742,1
15419,Howleys Rd/Normanby Rd,-37.90627667,145.13787029,https://transport.vic.gov.au/stop/13556/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click,,,0,Level 0,,bus,15419,False,False,212051567,Clayton (North) - Notting Hill,742,1
1542,Kalimna Ave/Princes Hwy,-37.92780181,145.1484543,https://transport.vic.gov.au/stop/16165/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click,,,0,Level 0,,bus,1542,False,False,212051567,Clayton (North) - Notting Hill,"631,800",2
15421,Blackburn Rd/Central Rd,-37.82128087,145.15361881,https://transport.vic.gov.au/stop/16167/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click,,,0,Level 0,,bus,15421,False,False,207031161,Blackburn,736,1
15422,Morton Park/Central Rd,-37.82291328,145.15599804,https://transport.vic.gov.au/stop/19203/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click,,,0,Level 0,,bus,15422,False,False,207031161,Blackburn,736,1
15423,Parkside St/Central Rd,-37.82367222,145.15900125,https://transport.vic.gov.au/stop/16169/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click,,,0,Level 0,,bus,15423,False,False,207031161,Blackburn,736,1
