suburb_id,suburb_name,centroid_lat,centroid_lng
214021382,Mount Martha,-38.27546406022826,145.03073672556351
214021383,Point Nepean,-38.37860705563247,144.79659559764238
214021384,Rosebud - McCrae,-38.36895867609765,144.90744964488974
214021385,Somerville,-38.241145131771454,145.16389715234826
214021591,Mornington - East,-38.23401621689429,145.06759579941405
214021592,Mornington - West,-38.22221755100315,145.043502348524
215011386,Ararat,-37.262452456362546,142.97560969252964
215011387,Ararat Surrounds,-37.48999897897288,142.83449290425358
215011388,Horsham,-36.731757109112316,142.21450170426942
215011389,Horsham Surrounds,-36.821601621457575,142.08931040600973
215011390,Nhill Region,-36.097611239582754,141.57617418624395
215011391,St Arnaud,-36.675284003572706,143.126399289554
215011392,Stawell,-37.021616990388544,142.6958462557473
215011393,West Wimmera,-36.952483122586685,141.34348811167143
215011394,Yarriambiack,-35.987249724968784,142.4222850501391
215021395,Irymple,-34.24152366758324,142.18112280015526
215021396,Merbein,-34.18149018651869,142.03622229196998
215021398,Mildura Surrounds,-34.88201329842385,141.67145263068892
215021399,Red Cliffs,-34.336748199421066,142.2269650271459
215021469,Mildura - North,-34.18067429337976,142.15582739952956
215021470,Mildura - South,-34.220708983450955,142.11083992905176
215031400,Buloke,-35.90852461002206,143.0053115350112
215031401,Gannawarra,-35.751596283842396,143.8024958123277
215031402,Kerang,-35.72460478363719,143.94550000264155
215031403,Robinvale,-34.6521738689458,142.76692968404768
215031404,Swan Hill,-35.36217543987568,143.51179260263484
215031405,Swan Hill Surrounds,-35.12627098357254,143.1266000409134
216011406,Echuca,-36.163728260026936,144.77212545852205
216011407,Kyabram,-36.25551603938988,144.97815792754275
216011408,Lockington - Gunbower,-36.17440455701907,144.47033109103955
216011409,Rochester,-36.33481055372279,144.73667816046225
216011410,Rushworth,-36.578982983332814,144.84319498949847
216021411,Cobram,-35.944392472551115,145.66831785253083
216021412,Moira,-36.14728025076868,145.89601708886775
216021413,Numurkah,-36.01437482806617,145.30154139299762
216021414,Yarrawonga,-36.037636340250764,146.00268744000044
216031415,Mooroopna,-36.39880563643676,145.34611665845566
216031416,Shepparton - North,-36.342826597691364,145.40136226930548
216031418,Shepparton Surrounds - East,-36.37336486041184,145.53987114745132
216031419,Shepparton Surrounds - West,-36.42289083546597,145.2127945842424
216031593,Kialla,-36.45635714082849,145.4105598117006
216031594,Shepparton - South East,-36.39994416218737,145.45837675142295
217011420,Glenelg (Vic.),-37.86575836107243,141.3822813332804
217011421,Hamilton (Vic.),-37.745820340075305,142.01761072876207
217011422,Portland,-38.34024392860681,141.58410896223594
217011423,Southern Grampians,-37.536341587720344,142.0285685073489
217031471,Camperdown,-38.228597684051785,143.15921599515877
217031472,Colac,-38.35883245921129,143.5785435884395
217031473,Colac Surrounds,-38.29790014679536,143.63640320846693
217031474,Corangamite - North,-38.021901434154806,143.26070820713775
217031475,Corangamite - South,-38.46324411250119,143.10648952703465
217031476,Otway,-38.642108831477906,143.5539477261408
217041477,Moyne - East,-38.09440893388992,142.7112953759247
217041478,Moyne - West,-38.1566054790451,142.14867931754338
217041479,Warrnambool - North,-38.34464749557878,142.49575596530892
217041480,Warrnambool - South,-38.3898894961946,142.57424081844664
297979799,Migratory - Offshore - Shipping (Vic.),,
299999499,No usual address (Vic.),,
