suburb_id,suburb_name,centroid_lat,centroid_lng
205021085,Orbost,-37.44484675210307,148.77357279687678
205021086,Paynesville,-37.96090034664248,147.5603757587597
205031087,Foster,-38.67901563463474,146.1121827030251
205031088,French Island,-38.35001620190422,145.3649037360842
205031089,Korumburra,-38.39835533416132,145.7687902668904
205031090,Leongatha,-38.451131475510785,146.04416486598794
205031091,Phillip Island,-38.49067319835751,145.24078243892512
205031092,Wilsons Promontory,-38.960157663630746,146.36773201899575
205031093,Wonthaggi - Inverloch,-38.516492534162374,145.5985480865558
205041094,Churchill,-38.35884058781804,146.41769865977565
205041095,Moe - Newborough,-38.19661465798294,146.29591397766
205041096,Morwell,-38.207677205501,146.4211145720302
205041098,Yallourn North - Glengarry,-38.08461471740431,146.50276009500965
205041493,Traralgon - East,-38.18846767505375,146.61891299639439
205041494,Traralgon - West,-38.20985694891384,146.51043457901386
205051099,Alps - West,-37.448151814010004,146.84779780780795
205051100,Longford - Loch Sport,-38.14374699034586,147.2530951374518
205051101,Maffra,-37.842457279723575,146.8669755691962
205051102,Rosedale,-38.15654000926892,146.78365258683164
205051103,Sale,-38.10465695970555,147.0562629939027
205051104,Yarram,-38.49427707192221,146.75187248510102
206011106,Brunswick East,-37.76890306956433,144.977667782076
206011107,Brunswick West,-37.763319434959605,144.94254148170452
206011109,Pascoe Vale South,-37.74344514669444,144.93846472477784
206011495,Brunswick - North,-37.76062920515782,144.96303500071892
206011496,Brunswick - South,-37.77156217429878,144.95970866724826
206011497,Coburg - East,-37.74563344201891,144.97184540991688
206011498,Coburg - West,-37.74398182768642,144.9552152812621
206021110,Alphington - Fairfield,-37.774463657903254,145.02467469220971
206021112,Thornbury,-37.758165080349976,145.00638349166223
206021499,Northcote - East,-37.77427486688557,145.00670345909924
206021500,Northcote - West,-37.76948397635482,144.9913980400983
206031113,Ascot Vale,-37.77697664138512,144.9136794330256
206031115,Flemington,-37.783827901861585,144.93090240135066
206031116,Moonee Ponds,-37.76562595178579,144.92142928377558
206031501,Essendon (West) - Aberfeldie,-37.7501417296122,144.8990867650627
206031502,Essendon - East,-37.751283630379795,144.91927037341034
206041117,Carlton,-37.80051327063838,144.96779862171397
206041118,Docklands,-37.81796076890021,144.94327981785307
206041119,East Melbourne,-37.81715447091367,144.98147791791027
206041120,Flemington Racecourse,-37.78799910216649,144.91257768114625
206041121,Kensington (Vic.),-37.794331584408425,144.92706769770692
206041124,Parkville,-37.7871044218606,144.9515326556242
206041125,South Yarra - West,-37.839441938383196,144.98187167699743
206041127,West Melbourne - Industrial,-37.810122109677614,144.92204347457113
206041503,Melbourne CBD - East,-37.812800123315654,144.96858696202383
206041504,Melbourne CBD - North,-37.8092042727665,144.96087784526318
206041505,Melbourne CBD - West,-37.816751147830104,144.9587028360347
206041506,North Melbourne,-37.79866927087874,144.94512122414585
206041507,Royal Botanic Gardens Victoria,-37.82776351209211,144.97669978886688
206041508,Southbank (West) - South Wharf,-37.824244102156186,144.95635992073323
206041509,Southbank - East,-37.82637007862745,144.96611425201675
206041510,West Melbourne - Residential,-37.80859346985182,144.94975845184672
206051128,Albert Park,-37.845637062066224,144.9640483051703
206051129,Elwood,-37.880921906067854,144.9855343584327
206051130,Port Melbourne,-37.838071370046315,144.93505098996465
206051134,St Kilda East,-37.86708082058369,144.99818252780372
206051511,Port Melbourne Industrial,-37.83106620445382,144.91984627335694
206051512,South Melbourne,-37.834663508625965,144.95975055719543
206051513,St Kilda - Central,-37.86400371064459,144.98615016808043
206051514,St Kilda - West,-37.86135764983169,144.97626167379877
206061135,Armadale,-37.85676004331301,145.02070474349395
206061136,Prahran - Windsor,-37.85284998132642,144.99805148497276
