stop_id,hour,departure_count,mode,avg_departures_per_hour
4944,11,48,bus,9.6
6361,11,60,bus,12.0
4946,11,48,bus,9.6
4947,11,48,bus,9.6
4948,11,48,bus,9.6
4949,11,48,bus,9.6
4950,11,48,bus,9.6
4951,11,48,bus,9.6
4952,11,48,bus,9.6
4953,11,48,bus,9.6
4954,11,48,bus,9.6
4955,11,48,bus,9.6
4956,11,48,bus,9.6
4957,11,48,bus,9.6
4958,11,55,bus,11.0
4959,11,55,bus,11.0
4960,11,65,bus,13.0
43718,12,192,bus,38.4
19245,12,48,bus,9.6
4974,12,48,bus,9.6
47603,12,60,bus,12.0
47604,12,60,bus,12.0
1132,12,264,bus,52.8
1293,12,264,bus,52.8
1131,12,276,bus,55.2
1130,12,276,bus,55.2
1129,12,276,bus,55.2
47721,12,192,bus,38.4
47722,12,192,bus,38.4
47723,12,180,bus,36.0
50837,12,192,bus,38.4
19541,12,192,bus,38.4
19542,12,264,bus,52.8
41730,12,192,bus,38.4
19648,12,48,bus,9.6
4939,12,48,bus,9.6
4940,12,48,bus,9.6
4941,12,48,bus,9.6
4942,12,48,bus,9.6
4943,12,48,bus,9.6
4944,12,48,bus,9.6
4946,12,48,bus,9.6
4947,12,48,bus,9.6
4948,12,48,bus,9.6
4949,12,48,bus,9.6
4950,12,48,bus,9.6
4951,12,48,bus,9.6
4952,12,48,bus,9.6
4953,12,48,bus,9.6
4954,12,48,bus,9.6
4955,12,48,bus,9.6
4956,12,48,bus,9.6
4957,12,48,bus,9.6
4958,12,56,bus,11.2
4959,12,56,bus,11.2
4960,12,57,bus,11.4
19245,13,48,bus,9.6
4974,13,48,bus,9.6
47603,13,60,bus,12.0
47604,13,60,bus,12.0
1132,13,264,bus,52.8
1293,13,264,bus,52.8
1131,13,276,bus,55.2
1130,13,264,bus,52.8
1129,13,264,bus,52.8
47721,13,192,bus,38.4
47722,13,192,bus,38.4
47723,13,192,bus,38.4
50837,13,192,bus,38.4
19541,13,192,bus,38.4
19542,13,264,bus,52.8
41730,13,192,bus,38.4
43718,13,192,bus,38.4
19648,13,48,bus,9.6
4939,13,48,bus,9.6
4940,13,48,bus,9.6
4941,13,48,bus,9.6
4942,13,48,bus,9.6
4943,13,48,bus,9.6
4944,13,48,bus,9.6
4946,13,48,bus,9.6
4947,13,48,bus,9.6
4948,13,48,bus,9.6
4949,13,48,bus,9.6
4950,13,48,bus,9.6
4951,13,48,bus,9.6
4952,13,48,bus,9.6
4953,13,48,bus,9.6
4954,13,48,bus,9.6
4955,13,48,bus,9.6
4956,13,48,bus,9.6
4957,13,48,bus,9.6
4958,13,55,bus,11.0
4959,13,55,bus,11.0
4960,13,65,bus,13.0
43718,14,192,bus,38.4
19245,14,48,bus,9.6
4974,14,48,bus,9.6
47603,14,48,bus,9.6
47604,14,48,bus,9.6
1132,14,288,bus,57.6
1293,14,288,bus,57.6
1131,14,276,bus,55.2
1130,14,288,bus,57.6
1129,14,288,bus,57.6
47721,14,216,bus,43.2
47722,14,216,bus,43.2
47723,14,216,bus,43.2
50837,14,216,bus,43.2
19541,14,204,bus,40.8
19542,14,264,bus,52.8
41730,14,192,bus,38.4
19648,14,48,bus,9.6
4939,14,48,bus,9.6
4940,14,48,bus,9.6
4941,14,48,bus,9.6
4942,14,48,bus,9.6
4943,14,48,bus,9.6
4944,14,48,bus,9.6
4946,14,48,bus,9.6
4947,14,48,bus,9.6
4948,14,48,bus,9.6
4949,14,48,bus,9.6
4950,14,48,bus,9.6
4951,14,48,bus,9.6
4952,14,48,bus,9.6
4953,14,48,bus,9.6
4954,14,48,bus,9.6
4955,14,48,bus,9.6
4956,14,48,bus,9.6
4957,14,48,bus,9.6
4958,14,55,bus,11.0
4959,14,55,bus,11.0
4960,14,53,bus,10.6
43718,15,180,bus,36.0
4960,15,77,bus,15.4
19245,15,60,bus,12.0
4974,15,48,bus,9.6
47603,15,48,bus,9.6
47604,15,48,bus,9.6
1132,15,288,bus,57.6
1293,15,288,bus,57.6
1131,15,288,bus,57.6
1130,15,300,bus,60.0
1129,15,276,bus,55.2
47721,15,216,bus,43.2
47722,15,204,bus,40.8
47723,15,216,bus,43.2
50837,15,216,bus,43.2
19541,15,228,bus,45.6
19542,15,288,bus,57.6
41730,15,192,bus,38.4
19648,15,60,bus,12.0
4939,15,60,bus,12.0
4940,15,60,bus,12.0
4941,15,60,bus,12.0
4942,15,60,bus,12.0
4943,15,60,bus,12.0
4944,15,60,bus,12.0
4946,15,60,bus,12.0
4947,15,48,bus,9.6
4948,15,48,bus,9.6
4949,15,48,bus,9.6
4950,15,48,bus,9.6
4951,15,48,bus,9.6
4952,15,48,bus,9.6
4953,15,48,bus,9.6
4954,15,48,bus,9.6
4955,15,48,bus,9.6
4956,15,48,bus,9.6
4957,15,48,bus,9.6
4958,15,59,bus,11.8
4959,15,59,bus,11.8
43718,16,204,bus,40.8
4939,16,60,bus,12.0
4940,16,60,bus,12.0
4941,16,60,bus,12.0
4942,16,60,bus,12.0
4943,16,60,bus,12.0
4944,16,48,bus,9.6
4946,16,48,bus,9.6
4947,16,60,bus,12.0
4948,16,60,bus,12.0
4949,16,60,bus,12.0
4950,16,60,bus,12.0
4951,16,60,bus,12.0
4952,16,60,bus,12.0
4953,16,60,bus,12.0
4954,16,60,bus,12.0
4955,16,60,bus,12.0
4956,16,60,bus,12.0
4957,16,60,bus,12.0
4958,16,70,bus,14.0
4959,16,70,bus,14.0
4960,16,77,bus,15.4
19245,16,60,bus,12.0
4974,16,60,bus,12.0
47603,16,60,bus,12.0
47604,16,60,bus,12.0
1132,16,312,bus,62.4
1293,16,300,bus,60.0
1131,16,300,bus,60.0
1130,16,300,bus,60.0
1129,16,300,bus,60.0
47721,16,240,bus,48.0
47722,16,240,bus,48.0
47723,16,240,bus,48.0
50837,16,228,bus,45.6
19541,16,216,bus,43.2
19542,16,288,bus,57.6
41730,16,168,bus,33.6
19648,16,48,bus,9.6
1129,17,324,bus,64.8
47721,17,240,bus,48.0
47722,17,228,bus,45.6
47723,17,228,bus,45.6
50837,17,228,bus,45.6
19541,17,228,bus,45.6
19542,17,300,bus,60.0
41730,17,192,bus,38.4
43718,17,192,bus,38.4
4944,17,60,bus,12.0
4946,17,48,bus,9.6
4947,17,48,bus,9.6
4948,17,48,bus,9.6
4949,17,48,bus,9.6
4950,17,48,bus,9.6
4951,17,48,bus,9.6
4952,17,48,bus,9.6
4953,17,48,bus,9.6
4954,17,48,bus,9.6
4955,17,48,bus,9.6
4956,17,48,bus,9.6
4957,17,48,bus,9.6
4958,17,61,bus,12.2
4959,17,61,bus,12.2
4960,17,65,bus,13.0
19245,17,48,bus,9.6
4974,17,48,bus,9.6
47603,17,48,bus,9.6
47604,17,48,bus,9.6
1132,17,288,bus,57.6
1293,17,300,bus,60.0
1131,17,300,bus,60.0
1130,17,300,bus,60.0
19648,17,72,bus,14.4
4939,17,48,bus,9.6
4940,17,48,bus,9.6
4941,17,48,bus,9.6
4942,17,48,bus,9.6
4943,17,48,bus,9.6
47722,18,264,bus,52.8
47723,18,264,bus,52.8
50837,18,252,bus,50.4
19541,18,252,bus,50.4
19542,18,324,bus,64.8
41730,18,228,bus,45.6
43718,18,216,bus,43.2
4946,18,48,bus,9.6
4947,18,48,bus,9.6
4948,18,48,bus,9.6
4949,18,48,bus,9.6
4950,18,48,bus,9.6
4951,18,48,bus,9.6
4952,18,48,bus,9.6
4953,18,48,bus,9.6
4954,18,48,bus,9.6
4955,18,48,bus,9.6
4956,18,48,bus,9.6
4957,18,48,bus,9.6
4958,18,52,bus,10.4
4959,18,52,bus,10.4
4960,18,65,bus,13.0
19245,18,48,bus,9.6
4974,18,60,bus,12.0
47603,18,48,bus,9.6
47604,18,48,bus,9.6
1132,18,288,bus,57.6
1293,18,288,bus,57.6
1131,18,300,bus,60.0
1130,18,300,bus,60.0
1129,18,288,bus,57.6
47721,18,240,bus,48.0
19648,18,72,bus,14.4
4939,18,48,bus,9.6
4940,18,48,bus,9.6
4941,18,48,bus,9.6
4942,18,48,bus,9.6
4943,18,48,bus,9.6
4944,18,48,bus,9.6
50837,19,216,bus,43.2
19541,19,228,bus,45.6
19542,19,300,bus,60.0
41730,19,204,bus,40.8
43718,19,216,bus,43.2
4946,19,48,bus,9.6
4947,19,48,bus,9.6
4948,19,48,bus,9.6
4949,19,48,bus,9.6
4950,19,48,bus,9.6
4951,19,48,bus,9.6
4952,19,48,bus,9.6
4953,19,48,bus,9.6
4954,19,48,bus,9.6
4955,19,48,bus,9.6
4956,19,48,bus,9.6
4957,19,48,bus,9.6
4958,19,51,bus,10.2
4959,19,51,bus,10.2
4960,19,57,bus,11.4
19245,19,48,bus,9.6
4974,19,48,bus,9.6
47603,19,48,bus,9.6
47604,19,48,bus,9.6
1132,19,228,bus,45.6
1293,19,228,bus,45.6
1131,19,228,bus,45.6
1130,19,228,bus,45.6
1129,19,240,bus,48.0
47721,19,216,bus,43.2
47722,19,216,bus,43.2
47723,19,204,bus,40.8
19648,19,60,bus,12.0
4939,19,48,bus,9.6
4940,19,48,bus,9.6
4941,19,48,bus,9.6
4942,19,48,bus,9.6
4943,19,36,bus,7.2
4944,19,36,bus,7.2
6361,19,36,bus,7.2
41730,20,192,bus,38.4
43718,20,192,bus,38.4
4943,20,36,bus,7.2
4944,20,36,bus,7.2
6361,20,36,bus,7.2
4946,20,36,bus,7.2
4947,20,36,bus,7.2
4948,20,36,bus,7.2
4949,20,36,bus,7.2
4950,20,36,bus,7.2
4951,20,36,bus,7.2
4952,20,24,bus,4.8
4953,20,24,bus,4.8
4954,20,24,bus,4.8
4955,20,24,bus,4.8
4956,20,24,bus,4.8
4957,20,24,bus,4.8
4958,20,24,bus,4.8
4959,20,24,bus,4.8
4960,20,33,bus,6.6
19245,20,24,bus,4.8
4974,20,24,bus,4.8
47603,20,36,bus,7.2
47604,20,36,bus,7.2
1132,20,204,bus,40.8
1293,20,204,bus,40.8
1131,20,204,bus,40.8
1130,20,204,bus,40.8
1129,20,204,bus,40.8
47721,20,180,bus,36.0
47722,20,180,bus,36.0
47723,20,180,bus,36.0
50837,20,180,bus,36.0
19541,20,180,bus,36.0
19542,20,264,bus,52.8
19545,20,312,bus,62.4
43717,20,312,bus,62.4
19648,20,48,bus,9.6
4939,20,24,bus,4.8
4940,20,24,bus,4.8
4941,20,24,bus,4.8
4942,20,24,bus,4.8
4952,21,24,bus,4.8
4953,21,24,bus,4.8
4954,21,24,bus,4.8
4955,21,24,bus,4.8
4956,21,24,bus,4.8
4957,21,24,bus,4.8
4958,21,24,bus,4.8
4959,21,24,bus,4.8
4960,21,33,bus,6.6
19245,21,24,bus,4.8
4974,21,24,bus,4.8
47603,21,24,bus,4.8
47604,21,24,bus,4.8
1132,21,132,bus,26.4
1293,21,132,bus,26.4
1131,21,132,bus,26.4
1130,21,132,bus,26.4
1129,21,132,bus,26.4
47721,21,108,bus,21.6
47722,21,96,bus,19.2
47723,21,108,bus,21.6
50837,21,120,bus,24.0
19541,21,120,bus,24.0
19542,21,168,bus,33.6
41730,21,132,bus,26.4
43718,21,120,bus,24.0
19648,21,60,bus,12.0
4965,21,24,bus,4.8
4966,21,24,bus,4.8
4967,21,24,bus,4.8
4968,21,24,bus,4.8
4969,21,24,bus,4.8
4970,21,24,bus,4.8
4971,21,24,bus,4.8
4972,21,24,bus,4.8
4939,21,24,bus,4.8
4940,21,24,bus,4.8
4941,21,24,bus,4.8
4942,21,24,bus,4.8
4943,21,24,bus,4.8
4944,21,24,bus,4.8
6361,21,24,bus,4.8
4946,21,24,bus,4.8
4947,21,24,bus,4.8
4948,21,24,bus,4.8
4949,21,24,bus,4.8
4950,21,24,bus,4.8
4951,21,24,bus,4.8
19648,22,48,bus,9.6
4965,22,24,bus,4.8
4966,22,24,bus,4.8
4967,22,24,bus,4.8
4968,22,24,bus,4.8
4969,22,24,bus,4.8
4970,22,24,bus,4.8
4971,22,24,bus,4.8
4972,22,24,bus,4.8
4939,22,24,bus,4.8
4940,22,24,bus,4.8
4941,22,24,bus,4.8
4942,22,24,bus,4.8
4943,22,24,bus,4.8
4944,22,24,bus,4.8
6361,22,24,bus,4.8
4946,22,24,bus,4.8
4947,22,24,bus,4.8
4948,22,24,bus,4.8
4949,22,24,bus,4.8
4950,22,24,bus,4.8
4951,22,24,bus,4.8
4952,22,24,bus,4.8
4953,22,24,bus,4.8
4954,22,24,bus,4.8
4955,22,24,bus,4.8
4956,22,24,bus,4.8
4957,22,24,bus,4.8
4958,22,24,bus,4.8
4959,22,24,bus,4.8
4960,22,24,bus,4.8
19245,22,24,bus,4.8
4974,22,24,bus,4.8
47603,22,24,bus,4.8
47604,22,24,bus,4.8
1132,22,120,bus,24.0
1293,22,120,bus,24.0
1131,22,120,bus,24.0
1130,22,120,bus,24.0
1129,22,120,bus,24.0
47721,22,96,bus,19.2
47722,22,108,bus,21.6
47723,22,96,bus,19.2
50837,22,96,bus,19.2
19541,22,96,bus,19.2
19542,22,120,bus,24.0
41730,22,96,bus,19.2
43718,22,96,bus,19.2
4952,23,12,bus,2.4
4953,23,12,bus,2.4
4954,23,12,bus,2.4
4955,23,12,bus,2.4
4956,23,12,bus,2.4
4957,23,12,bus,2.4
4958,23,12,bus,2.4
4959,23,12,bus,2.4
4960,23,12,bus,2.4
19245,23,12,bus,2.4
4974,23,12,bus,2.4
47603,23,12,bus,2.4
47604,23,12,bus,2.4
1132,23,108,bus,21.6
1293,23,108,bus,21.6
1131,23,108,bus,21.6
1130,23,108,bus,21.6
1129,23,108,bus,21.6
47721,23,84,bus,16.8
47722,23,84,bus,16.8
47723,23,84,bus,16.8
50837,23,84,bus,16.8
19541,23,84,bus,16.8
19542,23,108,bus,21.6
41730,23,84,bus,16.8
43718,23,84,bus,16.8
19246,6,36,bus,7.2
4638,6,44,bus,8.8
4639,6,36,bus,7.2
4640,6,36,bus,7.2
4641,6,36,bus,7.2
4642,6,24,bus,4.8
4643,6,24,bus,4.8
4644,6,24,bus,4.8
4645,6,24,bus,4.8
4646,6,24,bus,4.8
4647,6,24,bus,4.8
4648,6,24,bus,4.8
4649,6,24,bus,4.8
4650,6,24,bus,4.8
4651,6,24,bus,4.8
4652,6,24,bus,4.8
4653,6,36,bus,7.2
4654,6,24,bus,4.8
4655,6,24,bus,4.8
4656,6,24,bus,4.8
4657,6,24,bus,4.8
4658,6,24,bus,4.8
4659,6,24,bus,4.8
4678,6,24,bus,4.8
4679,6,24,bus,4.8
4680,6,24,bus,4.8
4681,6,24,bus,4.8
4682,6,24,bus,4.8
4683,6,24,bus,4.8
4684,6,24,bus,4.8
19549,6,156,bus,31.2
19550,6,156,bus,31.2
19554,6,120,bus,24.0
19558,6,120,bus,24.0
50836,6,130,bus,26.0
47718,6,120,bus,24.0
47719,6,108,bus,21.6
47720,6,120,bus,24.0
931,6,132,bus,26.4
932,6,132,bus,26.4
933,6,120,bus,24.0
934,6,120,bus,24.0
47605,6,12,bus,2.4
47606,6,12,bus,2.4
4685,6,12,bus,2.4
4642,7,60,bus,12.0
4643,7,60,bus,12.0
4644,7,60,bus,12.0
4645,7,60,bus,12.0
4646,7,60,bus,12.0
4647,7,60,bus,12.0
4648,7,60,bus,12.0
4649,7,60,bus,12.0
4650,7,60,bus,12.0
4651,7,60,bus,12.0
4652,7,60,bus,12.0
4654,7,60,bus,12.0
4655,7,60,bus,12.0
4656,7,48,bus,9.6
4657,7,48,bus,9.6
4658,7,48,bus,9.6
4659,7,48,bus,9.6
47719,7,228,bus,45.6
47720,7,228,bus,45.6
931,7,300,bus,60.0
932,7,300,bus,60.0
933,7,312,bus,62.4
934,7,288,bus,57.6
47605,7,60,bus,12.0
47606,7,60,bus,12.0
4685,7,60,bus,12.0
19246,7,60,bus,12.0
4638,7,65,bus,13.0
4639,7,48,bus,9.6
4640,7,48,bus,9.6
4641,7,48,bus,9.6
19549,7,288,bus,57.6
19550,7,276,bus,55.2
19554,7,204,bus,40.8
19558,7,240,bus,48.0
50836,7,252,bus,50.4
47718,7,240,bus,48.0
4656,8,72,bus,14.4
4657,8,72,bus,14.4
4658,8,72,bus,14.4
4659,8,72,bus,14.4
4638,8,89,bus,17.8
4639,8,72,bus,14.4
4640,8,72,bus,14.4
4641,8,72,bus,14.4
4642,8,72,bus,14.4
4643,8,72,bus,14.4
4644,8,60,bus,12.0
4645,8,60,bus,12.0
4646,8,60,bus,12.0
4647,8,60,bus,12.0
4648,8,60,bus,12.0
4649,8,60,bus,12.0
4650,8,60,bus,12.0
4651,8,60,bus,12.0
4652,8,60,bus,12.0
4654,8,60,bus,12.0
4655,8,60,bus,12.0
19558,8,240,bus,48.0
50836,8,254,bus,50.8
47718,8,216,bus,43.2
47719,8,240,bus,48.0
47720,8,216,bus,43.2
931,8,276,bus,55.2
932,8,264,bus,52.8
933,8,264,bus,52.8
934,8,288,bus,57.6
47605,8,60,bus,12.0
47606,8,60,bus,12.0
4685,8,60,bus,12.0
19246,8,60,bus,12.0
19549,8,252,bus,50.4
19550,8,264,bus,52.8
19554,8,192,bus,38.4
932,9,324,bus,64.8
933,9,300,bus,60.0
934,9,300,bus,60.0
47605,9,48,bus,9.6
47606,9,48,bus,9.6
4685,9,48,bus,9.6
19246,9,48,bus,9.6
4638,9,65,bus,13.0
4639,9,48,bus,9.6
4640,9,48,bus,9.6
4641,9,48,bus,9.6
4642,9,48,bus,9.6
4643,9,48,bus,9.6
4644,9,60,bus,12.0
4645,9,60,bus,12.0
4646,9,60,bus,12.0
4647,9,60,bus,12.0
4648,9,60,bus,12.0
4649,9,60,bus,12.0
4650,9,60,bus,12.0
4651,9,60,bus,12.0
4652,9,48,bus,9.6
4654,9,48,bus,9.6
4655,9,48,bus,9.6
4656,9,48,bus,9.6
4657,9,48,bus,9.6
4658,9,48,bus,9.6
4659,9,48,bus,9.6
19549,9,300,bus,60.0
19550,9,300,bus,60.0
19554,9,204,bus,40.8
19558,9,228,bus,45.6
50836,9,233,bus,46.6
47718,9,240,bus,48.0
47719,9,228,bus,45.6
47720,9,240,bus,48.0
931,9,312,bus,62.4
47605,10,48,bus,9.6
47606,10,48,bus,9.6
4685,10,48,bus,9.6
19246,10,48,bus,9.6
4638,10,65,bus,13.0
4639,10,48,bus,9.6
4640,10,48,bus,9.6
4641,10,48,bus,9.6
4642,10,48,bus,9.6
4643,10,48,bus,9.6
4644,10,48,bus,9.6
4645,10,48,bus,9.6
4646,10,48,bus,9.6
4647,10,48,bus,9.6
4648,10,48,bus,9.6
4649,10,48,bus,9.6
4650,10,48,bus,9.6
4651,10,48,bus,9.6
4652,10,48,bus,9.6
4654,10,48,bus,9.6
4655,10,48,bus,9.6
4656,10,48,bus,9.6
4657,10,48,bus,9.6
4658,10,48,bus,9.6
4659,10,48,bus,9.6
19549,10,240,bus,48.0
19550,10,240,bus,48.0
19554,10,192,bus,38.4
19558,10,204,bus,40.8
50836,10,219,bus,43.8
47718,10,204,bus,40.8
47719,10,216,bus,43.2
47720,10,216,bus,43.2
931,10,288,bus,57.6
932,10,288,bus,57.6
933,10,312,bus,62.4
934,10,312,bus,62.4
47605,11,48,bus,9.6
47606,11,48,bus,9.6
4685,11,48,bus,9.6
19246,11,48,bus,9.6
4638,11,65,bus,13.0
4639,11,48,bus,9.6
4640,11,48,bus,9.6
4641,11,48,bus,9.6
4642,11,48,bus,9.6
4643,11,48,bus,9.6
4644,11,48,bus,9.6
4645,11,48,bus,9.6
4646,11,48,bus,9.6
4647,11,48,bus,9.6
4648,11,48,bus,9.6
4649,11,48,bus,9.6
4650,11,48,bus,9.6
4651,11,48,bus,9.6
4652,11,48,bus,9.6
4654,11,48,bus,9.6
4655,11,48,bus,9.6
4656,11,48,bus,9.6
4657,11,48,bus,9.6
4658,11,48,bus,9.6
4659,11,48,bus,9.6
19549,11,240,bus,48.0
19550,11,240,bus,48.0
19554,11,192,bus,38.4
19558,11,192,bus,38.4
50836,11,207,bus,41.4
47718,11,192,bus,38.4
47719,11,192,bus,38.4
47720,11,192,bus,38.4
931,11,264,bus,52.8
932,11,264,bus,52.8
933,11,264,bus,52.8
934,11,264,bus,52.8
47605,12,60,bus,12.0
47606,12,60,bus,12.0
4685,12,48,bus,9.6
19246,12,48,bus,9.6
4638,12,65,bus,13.0
4639,12,48,bus,9.6
4640,12,48,bus,9.6
4641,12,48,bus,9.6
4642,12,48,bus,9.6
4643,12,48,bus,9.6
4644,12,48,bus,9.6
4645,12,48,bus,9.6
4646,12,48,bus,9.6
4647,12,48,bus,9.6
4648,12,48,bus,9.6
4649,12,48,bus,9.6
4650,12,48,bus,9.6
4651,12,48,bus,9.6
4652,12,48,bus,9.6
4654,12,48,bus,9.6
4655,12,48,bus,9.6
4656,12,48,bus,9.6
4657,12,48,bus,9.6
4658,12,48,bus,9.6
4659,12,48,bus,9.6
19549,12,240,bus,48.0
19550,12,240,bus,48.0
19554,12,192,bus,38.4
19558,12,192,bus,38.4
50836,12,207,bus,41.4
47718,12,192,bus,38.4
47719,12,192,bus,38.4
47720,12,192,bus,38.4
931,12,264,bus,52.8
932,12,264,bus,52.8
933,12,264,bus,52.8
934,12,264,bus,52.8
47605,13,60,bus,12.0
47606,13,60,bus,12.0
4685,13,48,bus,9.6
19246,13,48,bus,9.6
4638,13,65,bus,13.0
4639,13,48,bus,9.6
4640,13,48,bus,9.6
4641,13,48,bus,9.6
4642,13,48,bus,9.6
4643,13,48,bus,9.6
4644,13,48,bus,9.6
4645,13,48,bus,9.6
4646,13,48,bus,9.6
4647,13,48,bus,9.6
4648,13,48,bus,9.6
4649,13,48,bus,9.6
4650,13,48,bus,9.6
4651,13,48,bus,9.6
4652,13,48,bus,9.6
4654,13,48,bus,9.6
4655,13,48,bus,9.6
4656,13,48,bus,9.6
4657,13,48,bus,9.6
4658,13,48,bus,9.6
4659,13,48,bus,9.6
19549,13,252,bus,50.4
19550,13,240,bus,48.0
19554,13,192,bus,38.4
19558,13,204,bus,40.8
50836,13,219,bus,43.8
47718,13,204,bus,40.8
47719,13,192,bus,38.4
47720,13,204,bus,40.8
931,13,276,bus,55.2
932,13,264,bus,52.8
933,13,264,bus,52.8
934,13,264,bus,52.8
47605,14,60,bus,12.0
47606,14,60,bus,12.0
4685,14,48,bus,9.6
19246,14,48,bus,9.6
4638,14,65,bus,13.0
4639,14,48,bus,9.6
4640,14,48,bus,9.6
4641,14,48,bus,9.6
4642,14,48,bus,9.6
4643,14,48,bus,9.6
4644,14,48,bus,9.6
4645,14,48,bus,9.6
4646,14,48,bus,9.6
4647,14,48,bus,9.6
4648,14,48,bus,9.6
4649,14,36,bus,7.2
4650,14,36,bus,7.2
4651,14,36,bus,7.2
4652,14,48,bus,9.6
4654,14,48,bus,9.6
4655,14,48,bus,9.6
4656,14,48,bus,9.6
4657,14,48,bus,9.6
4658,14,48,bus,9.6
4659,14,48,bus,9.6
19549,14,240,bus,48.0
19550,14,252,bus,50.4
19554,14,204,bus,40.8
19558,14,228,bus,45.6
50836,14,255,bus,51.0
47718,14,240,bus,48.0
47719,14,252,bus,50.4
47720,14,240,bus,48.0
931,14,300,bus,60.0
932,14,312,bus,62.4
933,14,312,bus,62.4
934,14,300,bus,60.0
47605,15,48,bus,9.6
47606,15,48,bus,9.6
4685,15,48,bus,9.6
19246,15,48,bus,9.6
4638,15,65,bus,13.0
4639,15,48,bus,9.6
4640,15,48,bus,9.6
4641,15,48,bus,9.6
4642,15,48,bus,9.6
4643,15,48,bus,9.6
4644,15,48,bus,9.6
4645,15,48,bus,9.6
4646,15,48,bus,9.6
4647,15,48,bus,9.6
4648,15,48,bus,9.6
4649,15,60,bus,12.0
4650,15,48,bus,9.6
4651,15,48,bus,9.6
4652,15,48,bus,9.6
4654,15,48,bus,9.6
4655,15,48,bus,9.6
4656,15,48,bus,9.6
4657,15,48,bus,9.6
4658,15,48,bus,9.6
4659,15,48,bus,9.6
19549,19,300,bus,60.0
19550,19,300,bus,60.0
19554,19,252,bus,50.4
19558,19,252,bus,50.4
50836,19,279,bus,55.8
47718,19,276,bus,55.2
47719,19,252,bus,50.4
47720,19,264,bus,52.8
931,19,336,bus,67.2
932,19,336,bus,67.2
933,19,336,bus,67.2
934,19,336,bus,67.2
47605,19,60,bus,12.0
47606,19,60,bus,12.0
4685,19,60,bus,12.0
19246,19,60,bus,12.0
4638,19,77,bus,15.4
4639,19,60,bus,12.0
4640,19,60,bus,12.0
4641,19,60,bus,12.0
4642,19,60,bus,12.0
4643,19,60,bus,12.0
4644,19,60,bus,12.0
4645,19,60,bus,12.0
4646,19,60,bus,12.0
4647,19,60,bus,12.0
4648,19,60,bus,12.0
4649,19,60,bus,12.0
4650,19,72,bus,14.4
4651,19,72,bus,14.4
4652,19,72,bus,14.4
4654,19,72,bus,14.4
4655,19,72,bus,14.4
4656,19,72,bus,14.4
4657,19,72,bus,14.4
4658,19,72,bus,14.4
4659,20,60,bus,12.0
47719,20,204,bus,40.8
47720,20,204,bus,40.8
931,20,252,bus,50.4
932,20,252,bus,50.4
933,20,252,bus,50.4
934,20,252,bus,50.4
47605,20,48,bus,9.6
47606,20,48,bus,9.6
4685,20,48,bus,9.6
19246,20,48,bus,9.6
4638,20,69,bus,13.8
4639,20,60,bus,12.0
4640,20,60,bus,12.0
4641,20,48,bus,9.6
4642,20,48,bus,9.6
4643,20,48,bus,9.6
4644,20,48,bus,9.6
4645,20,48,bus,9.6
4646,20,48,bus,9.6
4647,20,48,bus,9.6
4648,20,48,bus,9.6
4649,20,48,bus,9.6
4650,20,48,bus,9.6
4651,20,48,bus,9.6
4652,20,48,bus,9.6
4653,20,48,bus,9.6
4654,20,48,bus,9.6
4655,20,48,bus,9.6
4656,20,48,bus,9.6
4657,20,48,bus,9.6
4658,20,48,bus,9.6
19549,20,228,bus,45.6
19550,20,228,bus,45.6
19554,20,192,bus,38.4
19558,20,180,bus,36.0
50836,20,204,bus,40.8
47718,20,192,bus,38.4
47719,21,120,bus,24.0
47720,21,132,bus,26.4
931,21,168,bus,33.6
932,21,168,bus,33.6
933,21,168,bus,33.6
934,21,168,bus,33.6
47605,21,36,bus,7.2
47606,21,36,bus,7.2
4685,21,24,bus,4.8
19246,21,24,bus,4.8
4638,21,32,bus,6.4
4639,21,24,bus,4.8
4640,21,24,bus,4.8
4641,21,36,bus,7.2
4642,21,36,bus,7.2
4643,21,36,bus,7.2
4644,21,36,bus,7.2
4645,21,36,bus,7.2
4646,21,36,bus,7.2
4647,21,36,bus,7.2
4648,21,36,bus,7.2
4649,21,36,bus,7.2
4650,21,36,bus,7.2
4651,21,36,bus,7.2
4652,21,36,bus,7.2
4653,21,36,bus,7.2
4654,21,36,bus,7.2
4655,21,36,bus,7.2
4656,21,36,bus,7.2
4657,21,36,bus,7.2
4658,21,36,bus,7.2
4659,21,36,bus,7.2
19549,21,168,bus,33.6
19550,21,168,bus,33.6
19554,21,108,bus,21.6
19558,21,120,bus,24.0
50836,21,128,bus,25.6
47718,21,120,bus,24.0
4685,22,36,bus,7.2
19246,22,24,bus,4.8
4638,22,24,bus,4.8
4639,22,24,bus,4.8
4640,22,24,bus,4.8
4641,22,24,bus,4.8
4642,22,24,bus,4.8
4643,22,24,bus,4.8
4644,22,24,bus,4.8
4645,22,24,bus,4.8
4646,22,24,bus,4.8
4647,22,24,bus,4.8
4648,22,24,bus,4.8
4649,22,24,bus,4.8
4650,22,24,bus,4.8
4651,22,24,bus,4.8
4652,22,24,bus,4.8
4653,22,24,bus,4.8
4654,22,24,bus,4.8
4655,22,24,bus,4.8
4656,22,24,bus,4.8
4657,22,24,bus,4.8
4658,22,24,bus,4.8
4659,22,24,bus,4.8
4678,22,24,bus,4.8
4679,22,24,bus,4.8
4680,22,24,bus,4.8
4681,22,24,bus,4.8
4682,22,24,bus,4.8
